,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
1255,"CUTLER, CYNTHIA",NA,NA,NA,NA,NA
1256,"TAPPAN, DAN",NA,NA,NA,NA,NA
1257,"HERMAN, DANIEL",NA,NA,NA,NA,NA
1258,"HOUGHTON, FRANK",327,9,5,8,2
1259,"MALLATT, JON",NA,NA,NA,NA,NA
1260,"MILLER, IELLEEN",40,2,2,2,2
1261,"SYLVESTER, STEVEN",NA,NA,NA,NA,NA
1262,"CHRISTENSON, PETER",NA,NA,NA,NA,NA
1263,"HEIDENREICH, LINDA",NA,NA,NA,NA,NA
1264,"MESSINA, EMILY",86,4,4,4,4
1265,"CRAIG RICKETSON, ERIN",NA,NA,NA,NA,NA
1266,"VAJDA, SZILARD",418,10,10,13,11
1267,"HOLLIDAY, CARRIE",NA,NA,NA,NA,NA
1268,"MCCUTCHEON, PATRICK",NA,NA,NA,NA,NA
1269,"KIRK, RACHEL",NA,NA,NA,NA,NA
1270,"RODELA, KATHERINE",22,3,3,1,1
1271,"TEUTEBERG, DANIEL",NA,NA,NA,NA,NA
1272,"MANN, DONNA",NA,NA,NA,NA,NA
1273,"COOPER, CYNTHIA",NA,NA,NA,NA,NA
1274,"BYRNES, EDWARD",NA,NA,NA,NA,NA
1275,"KRUG, GARY",NA,NA,NA,NA,NA
1276,"STEARNS, SUSAN",NA,NA,NA,NA,NA
1277,"FARLEY, BRIGIT",NA,NA,NA,NA,NA
1278,"PENICK, JEFFREY",NA,NA,NA,NA,NA
1279,"STICHTER, MATT",82,3,2,2,2
1280,"ZHU, LIPING",NA,NA,NA,NA,NA
1281,"COOMES, JACQUELINE",NA,NA,NA,NA,NA
1282,"SANDERS, JEFFREY",NA,NA,NA,NA,NA
1283,"GE, YINGBIN",283,10,6,10,4
1284,"SAMPLES, MARK",2,1,1,0,0
1285,"TRESIDDER, ANNA",NA,NA,NA,NA,NA
1286,"HELLEGERS, DESIREE",NA,NA,NA,NA,NA
1287,"BARABASZ, MARIANNE",NA,NA,NA,NA,NA
1288,"BRETT, KEVIN",NA,NA,NA,NA,NA
1289,"HAAS, KEVIN",NA,NA,NA,NA,NA
1290,"LOVETT, SADIE",NA,NA,NA,NA,NA
1291,"MCHENRY, TRACEY",NA,NA,NA,NA,NA
1292,"BIELOH, DAVID",NA,NA,NA,NA,NA
1293,"RAKHA, SHAMEEM",1,1,0,0,0
1294,"TURNBULL, DAVID",NA,NA,NA,NA,NA
1295,"ARDASHEVA, YULIYA",224,8,7,6,6
1296,"HAMMERMEISTER, JON",NA,NA,NA,NA,NA
1297,"MORLEY, LAUREEN",NA,NA,NA,NA,NA
1298,"SAYLER, RODNEY",NA,NA,NA,NA,NA
1299,"HUNT, VANESSA",NA,NA,NA,NA,NA
1300,"LEE, HYUNG",NA,NA,NA,NA,NA
1301,"CHACHAVA, MAIA",NA,NA,NA,NA,NA
1302,"ROBISON, STEPHEN",NA,NA,NA,NA,NA
1303,"YONGE, DAVID",NA,NA,NA,NA,NA
1304,"KINKEL, MARIANNE",NA,NA,NA,NA,NA
1305,"BISGARD, JAMES",NA,NA,NA,NA,NA
1306,"BRUNNER, JESSE",1631,23,19,32,28
1307,"CEBULA, LAWRENCE",NA,NA,NA,NA,NA
1308,"CONLIN, MICHAEL",NA,NA,NA,NA,NA
1309,"FEENEY, SARAH",NA,NA,NA,NA,NA
1310,"BAGAYA, MARTIN",NA,NA,NA,NA,NA
1311,"BARCLAY, JENIFER",15,3,3,0,0
1312,"COYNE, JOSEPH",NA,NA,NA,NA,NA
1314,"HIGGS, L",NA,NA,NA,NA,NA
1315,"SCHULZ, NOEL",NA,NA,NA,NA,NA
1316,"SYPHERS, DAVID",NA,NA,NA,NA,NA
1317,"GOFF, SARA",NA,NA,NA,NA,NA
1318,"KASPARI, SUSAN",NA,NA,NA,NA,NA
1319,"YOUNG, JUSTIN",NA,NA,NA,NA,NA
1320,"BLAISDELL, GAYLA",NA,NA,NA,NA,NA
1321,"KAVIANI, KHODI",NA,NA,NA,NA,NA
1322,"KROLL, TODD",NA,NA,NA,NA,NA
1323,"MCNEELY, FRANCES",NA,NA,NA,NA,NA
1324,"BINNEY, MATTHEW",NA,NA,NA,NA,NA
1325,"MCCARTHY, KERI",NA,NA,NA,NA,NA
1326,"RESAT, HALUK",2292,26,15,40,20
1327,"THORNTON, ERIN",239,6,6,5,4
1328,"BENNEFIELD, TROY",NA,NA,NA,NA,NA
1329,"JOHNSON, JONATHAN",NA,NA,NA,NA,NA
1330,"OGAN, DANA",NA,NA,NA,NA,NA
1331,"WIEGERS, BRANDY",NA,NA,NA,NA,NA
1332,"DUMONTHIER, GREG",NA,NA,NA,NA,NA
1333,"EDWARDS, MICHAEL",1,1,1,0,0
1334,"GOLDSBY, MICHAEL",NA,NA,NA,NA,NA
1335,"LIU, JING-QIU",NA,NA,NA,NA,NA
1336,"HEDGES, JOSEPH",NA,NA,NA,NA,NA
1337,"JEDLICKA, SCOTT",NA,NA,NA,NA,NA
1338,"POPPEN, MARCUS",NA,NA,NA,NA,NA
1339,"WELLER, PHILIP",NA,NA,NA,NA,NA
1340,"ABELL, JOHN",NA,NA,NA,NA,NA
1341,"GUNASTI, KUNTER",218,4,3,3,3
1342,"KAWAMURA, NORIKO",59,4,3,3,1
1343,"MACE FIREBAUGH, CASEY",NA,NA,NA,NA,NA
1344,"FLINN, ANTHONY",NA,NA,NA,NA,NA
1345,"NILSON, JOHN",NA,NA,NA,NA,NA
1346,"PRATT, ERICA",NA,NA,NA,NA,NA
1347,"WALDRON-SOLER, KATHLEEN",NA,NA,NA,NA,NA
1348,"CASSANITI, JULIA",NA,NA,NA,NA,NA
1349,"ISAKAVA, VOLHA",NA,NA,NA,NA,NA
1350,"BISWAS, BIPASHA",85,4,4,4,3
1351,"BROWN, DAVID",NA,NA,NA,NA,NA
1352,"KOBAYASHI, RIE",NA,NA,NA,NA,NA
1353,"ALHLOUL, SAQER",NA,NA,NA,NA,NA
1354,"AVITTS, ELLEN",NA,NA,NA,NA,NA
1355,"LIGON, SAMUEL",NA,NA,NA,NA,NA
1356,"BUSH, MICHAEL",NA,NA,NA,NA,NA
1357,"FERRELL, LACY",NA,NA,NA,NA,NA
1358,"LORENZ, JOSEPH",NA,NA,NA,NA,NA
1359,"VUONG, LILY",NA,NA,NA,NA,NA
1360,"BENG, TIMOTHY",NA,NA,NA,NA,NA
1361,"GARCIA-SANCHEZ, JOSE",NA,NA,NA,NA,NA
1362,"WIECK, JULIE",NA,NA,NA,NA,NA
1363,"IZON, GERMAN",NA,NA,NA,NA,NA
1364,"LIPTON, JENNIFER",NA,NA,NA,NA,NA
1365,"BARTLETT, GARY",NA,NA,NA,NA,NA
1366,"HUBERT, MICHAEL",NA,NA,NA,NA,NA
1367,"PALMER, IOLANDA",NA,NA,NA,NA,NA
1368,"FRITZ, HEATHER",NA,NA,NA,NA,NA
1369,"PUZIO, KELLY",348,5,5,4,4
1370,"WANG, XIUYU",NA,NA,NA,NA,NA
1371,"PRITCHARD, CHAD",NA,NA,NA,NA,NA
1372,"GUERRETTAZ, ANNE",NA,NA,NA,NA,NA
1373,"PREMO, LUKE",NA,NA,NA,NA,NA
1374,"SAVAGE, JEFFREY",NA,NA,NA,NA,NA
1375,"WALSH, THOMAS",NA,NA,NA,NA,NA
1376,"KENNEDY, MARTIN",NA,NA,NA,NA,NA
1377,"WAGNER, RANDEL",NA,NA,NA,NA,NA
1378,"BALDWIN, KATHRYN",NA,NA,NA,NA,NA
1379,"GORDON, LYNN",397,9,5,9,3
1380,"LE BAR, ANN",NA,NA,NA,NA,NA
1381,"SCOVILLE, ALISON",NA,NA,NA,NA,NA
1382,"FREDRICKS, GARY",NA,NA,NA,NA,NA
1383,"HARGRAVE, TIMOTHY",NA,NA,NA,NA,NA
1384,"ALMEIDA, DEIRDRE",NA,NA,NA,NA,NA
1385,"DIZNEY, PATRICK",NA,NA,NA,NA,NA
1386,"DRAPELA, LAURIE",306,9,7,9,5
1387,"KIRBY, CHRISTOPHER",NA,NA,NA,NA,NA
1388,"WRIGHT, ASHLEY",NA,NA,NA,NA,NA
1389,"BUCHANAN, TONYA",NA,NA,NA,NA,NA
1390,"DAY-WIFF, DEANNA",NA,NA,NA,NA,NA
1391,"KUWADA, NATHAN",470,12,11,14,13
1392,"LYNCH, FRANK",NA,NA,NA,NA,NA
1393,"MATOS, JOANNA",NA,NA,NA,NA,NA
1394,"OSTER, ANDREW",86,6,5,4,3
1395,"CHATELLIER, MEGAN",NA,NA,NA,NA,NA
1396,"GERBER, JOHN",NA,NA,NA,NA,NA
1397,"RYAN, KATHLEEN",4,1,1,0,0
1398,"VEVEA, NADENE",NA,NA,NA,NA,NA
1399,"BUCHANAN, JOHN",NA,NA,NA,NA,NA
1400,"MCCOY, ROBERT",NA,NA,NA,NA,NA
1401,"NEUROHR, JOHN",NA,NA,NA,NA,NA
1402,"AHN, CHONG",NA,NA,NA,NA,NA
1403,"CASTILLO-GARSOW, CARLOS",260,7,7,6,6
1404,"CLUTE, MARY",NA,NA,NA,NA,NA
1405,"MILLSAPS, GAYLE",NA,NA,NA,NA,NA
1406,"SAFAVI, REZA",NA,NA,NA,NA,NA
1407,"SCHULTZ, JEREMY",NA,NA,NA,NA,NA
1408,"WHITSON, ROGER",65,4,3,2,1
1409,"FALLSCHEER, CASSANDRA",NA,NA,NA,NA,NA
1410,"HATHAWAY, NANCY",NA,NA,NA,NA,NA
1411,"SCHIEL, MELISSA",NA,NA,NA,NA,NA
1412,"THIERS, PAUL",NA,NA,NA,NA,NA
1413,"WHITE, BENJAMIN",NA,NA,NA,NA,NA
1414,"BILICH, LISA",NA,NA,NA,NA,NA
1415,"SLACK, EDWARD",NA,NA,NA,NA,NA
1416,"LEACH, JENNIFER",NA,NA,NA,NA,NA
1417,"LARSEN, KYLE",NA,NA,NA,NA,NA
1418,"WOOD, DARRYL",NA,NA,NA,NA,NA
1419,"BAWA, AVANTIKA",NA,NA,NA,NA,NA
1420,"LAHIRI, AMRITA",NA,NA,NA,NA,NA
1421,"ERNEST, KRISTINA",NA,NA,NA,NA,NA
1422,"MATHERS, SCOTT",NA,NA,NA,NA,NA
1423,"BLASCO, SCOTT",NA,NA,NA,NA,NA
1424,"HOLMGREN, MARK",NA,NA,NA,NA,NA
1425,"LARSEN, NICHOLAS",NA,NA,NA,NA,NA
1426,"FOLSOM, MICHAEL",NA,NA,NA,NA,NA
1427,"QUINN, ROBERT",NA,NA,NA,NA,NA
1428,"SNOVER, ROBERTA",NA,NA,NA,NA,NA
1429,"GARY, DIA",NA,NA,NA,NA,NA
1430,"NOVER, CINDY",26,3,3,2,2
1431,"LAMB, RICHARD",NA,NA,NA,NA,NA
1432,"BROWN, ELIZABETH",NA,NA,NA,NA,NA
1433,"JELLUM, CARLA",NA,NA,NA,NA,NA
1434,"LOPEZ, ANTHONY",NA,NA,NA,NA,NA
1435,"SWAN, KARRIE",NA,NA,NA,NA,NA
1436,"GERLICK, ROBERT",NA,NA,NA,NA,NA
1437,"KIM, TAE",NA,NA,NA,NA,NA
1438,"MARCHAND-MARTELLA, NANCY",NA,NA,NA,NA,NA
1439,"MARTELLA, RONALD",NA,NA,NA,NA,NA
1440,"TONEVA, ELENA",NA,NA,NA,NA,NA
1441,"BEESON, TISHRA",NA,NA,NA,NA,NA
1442,"NOLLMEYER, GUSTAVE",NA,NA,NA,NA,NA
1443,"SCHWARTZ, ELISSA",1071,12,9,15,9
1444,"DEXHEIMER, SUSAN",NA,NA,NA,NA,NA
1445,"CARMEN, JULIE",5,1,1,0,0
1446,"EVELHOCH, ZEBULIN",NA,NA,NA,NA,NA
1447,"QUINN, AIMEE",125,6,3,3,2
1448,"RUST, MAUREEN",NA,NA,NA,NA,NA
1449,"STELLWAGEN, KURT",NA,NA,NA,NA,NA
1450,"RENTERIA-VALENCIA, RODRIGO",NA,NA,NA,NA,NA
1451,"GOERGER, MICHAEL",NA,NA,NA,NA,NA
1452,"KALLINY, MORRIS",NA,NA,NA,NA,NA
1453,"LEUPP, KATRINA",NA,NA,NA,NA,NA
1454,"KOEHLER, CHRISTIAN",NA,NA,NA,NA,NA
1455,"AGRISS, SEAN",NA,NA,NA,NA,NA
1456,"DEHART, DENNIS",NA,NA,NA,NA,NA
1457,"SANO, YOSHIE",NA,NA,NA,NA,NA
1458,"HATTER, LAWRENCE",NA,NA,NA,NA,NA
1459,"HOXMEIER, JILL",NA,NA,NA,NA,NA
1460,"LIU, XINMIN",NA,NA,NA,NA,NA
1461,"SHAFFER, SHELLY",NA,NA,NA,NA,NA
1462,"WHITE, ALISON",NA,NA,NA,NA,NA
1463,"BREEN, MELINDA",NA,NA,NA,NA,NA
1464,"GARRAWAY, WILLIAM",NA,NA,NA,NA,NA
1465,"SAVAGE, KAREN",NA,NA,NA,NA,NA
1466,"MCAULEY, LOUIS",NA,NA,NA,NA,NA
1467,"NATESAN, SENTHIL",188,8,7,4,4
1468,"SCOTT, SHANNON",NA,NA,NA,NA,NA
1469,"ARKSEY, MEREDITH",NA,NA,NA,NA,NA
1470,"HARE, RYAN",NA,NA,NA,NA,NA
1471,"KELLOGG, JENNY",NA,NA,NA,NA,NA
1472,"VANREKEN, TIMOTHY",NA,NA,NA,NA,NA
1473,"MELCHER, MATTHEW",NA,NA,NA,NA,NA
1474,"ELLSWORTH, JANE",NA,NA,NA,NA,NA
1475,"GOODMAN-ELGAR, MELISSA",NA,NA,NA,NA,NA
1476,"BURGIS, NICHOLAS",NA,NA,NA,NA,NA
1477,"NSOMBI, OKERA",NA,NA,NA,NA,NA
1478,"CLEVELAND, LESLI",NA,NA,NA,NA,NA
1479,"HILTON, TIMOTHY",NA,NA,NA,NA,NA
1480,"NOBLE, KAREN",NA,NA,NA,NA,NA
1481,"MAGORI, KRISZTIAN",459,12,9,13,9
1482,"HAZELBAKER, CHADRON",NA,NA,NA,NA,NA
1483,"BURWASH, SUSAN",39,4,4,1,0
1484,"MARTIN, TERESA",NA,NA,NA,NA,NA
1485,"REPOVICH, WENDY",NA,NA,NA,NA,NA
1486,"LUETHI, DEAN",NA,NA,NA,NA,NA
1487,"TOOR, RACHEL",NA,NA,NA,NA,NA
1488,"FENNERTY, DANIEL",NA,NA,NA,NA,NA
1489,"HYDE, JENNY",NA,NA,NA,NA,NA
1490,"LOGAN, JUDITH",NA,NA,NA,NA,NA
1491,"DUSEK, GARY",NA,NA,NA,NA,NA
1492,"LIN, HONGFEI",1526,20,17,30,26
1493,"GWIN, TONI",NA,NA,NA,NA,NA
1494,"ZHANG, QIANG",1378,14,14,20,19
1495,"PREISIG, FLORIAN",NA,NA,NA,NA,NA
1496,"CAI, HAIPENG",190,8,8,8,8
1497,"MAYHEW, JESSICA",NA,NA,NA,NA,NA
1498,"BODEN, RUTH",NA,NA,NA,NA,NA
1499,"CRAWFORD, JENNIFER",NA,NA,NA,NA,NA
1500,"CULLEN, KELLEY",NA,NA,NA,NA,NA
1501,"PATTERSON, JODI",NA,NA,NA,NA,NA
1502,"SAUDERS, ROBERT",35,3,2,1,1
1503,"SMITH, JULIA",NA,NA,NA,NA,NA
1504,"ZUKOSKY, MICHAEL",NA,NA,NA,NA,NA
1505,"SPEER, LORIE",NA,NA,NA,NA,NA
1506,"THOMA, PAMELA",NA,NA,NA,NA,NA
1507,"MUNSON, DOROTHY",NA,NA,NA,NA,NA
1508,"PIRCH, KEVIN",NA,NA,NA,NA,NA
1509,"SPRUELL, PAUL",NA,NA,NA,NA,NA
1510,"WILSON-FOWLER, ELIZABETH",NA,NA,NA,NA,NA
1511,"ADOLPHSON, KEITH",NA,NA,NA,NA,NA
1512,"FULLER, DONALD",NA,NA,NA,NA,NA
1513,"MOORE, MARION",NA,NA,NA,NA,NA
1514,"YANG, TAIQIAN",NA,NA,NA,NA,NA
1515,"ALECCIA, VINCENT",NA,NA,NA,NA,NA
1516,"JOSTAD, JEREMY",NA,NA,NA,NA,NA
1517,"WILSON, ALLISON",NA,NA,NA,NA,NA
1518,"WU, DI",270,11,11,11,11
1519,"CHENG, ZHAOKANG",930,11,11,12,11
1520,"VALEO, CHRISTINA",NA,NA,NA,NA,NA
1521,"AYERS, DREW",19,3,2,1,0
1522,"BREWER, CHRISTI",12,2,2,0,0
1523,"CHAPMAN, MATTHIEU",NA,NA,NA,NA,NA
1524,"BECK, DANIEL",702,12,9,16,8
1525,"INOUE, KOTA",NA,NA,NA,NA,NA
1526,"JENSEN, COURTNEY",NA,NA,NA,NA,NA
1527,"WETMORE, ANN",NA,NA,NA,NA,NA
1528,"DUMITRESCU, CLAUDIA",NA,NA,NA,NA,NA
1529,"CHANTRILL, PATRICIA",NA,NA,NA,NA,NA
1530,"FLETCHER, TARYN",NA,NA,NA,NA,NA
1531,"HADWIGER, LEE",NA,NA,NA,NA,NA
1532,"HECHTMAN, TODD",NA,NA,NA,NA,NA
1533,"O'QUINN, ROBIN",NA,NA,NA,NA,NA
1534,"ROGAN-KLYVE, ALLYSON",NA,NA,NA,NA,NA
1535,"COTE, JOSEPH",7854,26,20,35,25
1536,"OGDEN, CHASE",NA,NA,NA,NA,NA
1537,"GARCIA, MARTIN",NA,NA,NA,NA,NA
1538,"HASKINS, TARA",NA,NA,NA,NA,NA
1539,"TIAN, CAN",38,2,2,2,2
1540,"KUSZ, NATALIE",NA,NA,NA,NA,NA
1541,"LIN, ZILONG",NA,NA,NA,NA,NA
1542,"BAZEMORE, GEORGIA",NA,NA,NA,NA,NA
1543,"DEAN, ROBERT",NA,NA,NA,NA,NA
1544,"HALVERSON, RACHEL",NA,NA,NA,NA,NA
1545,"JONES, MERRI",NA,NA,NA,NA,NA
1546,"TRELLA, DEANNA",NA,NA,NA,NA,NA
1547,"REEDY, AMANDA",NA,NA,NA,NA,NA
1548,"GANN, CORY",NA,NA,NA,NA,NA
1549,"BELL, KERRYN",NA,NA,NA,NA,NA
1550,"VONWETTSTEIN, DIETRICH",NA,NA,NA,NA,NA
1551,"TORGERSON, BETH",NA,NA,NA,NA,NA
1552,"PLOEGER, KRISTINA",NA,NA,NA,NA,NA
1553,"HOPE, KEELY",NA,NA,NA,NA,NA
1554,"NEELY, JAMIE",NA,NA,NA,NA,NA
1555,"POTTER, ROBERT",NA,NA,NA,NA,NA
1556,"GRAVES, JODY",NA,NA,NA,NA,NA
1557,"MASIELLO, ANTHONY",NA,NA,NA,NA,NA
1558,"EWING, CHRISTOPHER",NA,NA,NA,NA,NA
1559,"SVOBODA, DEBORAH",NA,NA,NA,NA,NA
1560,"CLAUSSEN, CATHRYN",NA,NA,NA,NA,NA
1561,"MCGANN, CHRISTOPHER",NA,NA,NA,NA,NA
1562,"LAMM, ASHLEY",NA,NA,NA,NA,NA
1563,"PETERSON, FREDRICK",NA,NA,NA,NA,NA
1564,"ABBEY, ERIC",464,8,8,8,8
1565,"BRADLEY, LINDA",NA,NA,NA,NA,NA
1566,"HALAAS, BETH",NA,NA,NA,NA,NA
1567,"CARNS, DAVID",NA,NA,NA,NA,NA
1568,"LAM, PUI-YAN",NA,NA,NA,NA,NA
1569,"THORNTON, MICHELLE",NA,NA,NA,NA,NA
1570,"DAVIS, SHANNA",NA,NA,NA,NA,NA
1571,"MARTINEZ, NYDIA",NA,NA,NA,NA,NA
1572,"NOVELLA, MIGUEL",NA,NA,NA,NA,NA
1573,"KEBEDE, KASSAHUN",6,2,1,0,0
1574,"SAMIZAY, M",NA,NA,NA,NA,NA
1575,"MAILHIOT, CHRISTIAN",5778,35,10,63,10
1576,"RUDD, REBECCA",24,3,3,0,0
1577,"ANDERSON, MATTHEW",120,6,6,4,4
1578,"MOUNT, SARAH",NA,NA,NA,NA,NA
1579,"SITZMAN, DANIELLE",75,5,4,3,3
1580,"MILLER, BARBARA",NA,NA,NA,NA,NA
1581,"NELSON, PATRICIA",NA,NA,NA,NA,NA
1582,"CHAFFIN, JAMIE",NA,NA,NA,NA,NA
1583,"RUIZ-RUBIO, NATALIA",NA,NA,NA,NA,NA
1584,"LUPKE, CHRISTOPHER",NA,NA,NA,NA,NA
1585,"THORNTON, DANIEL",NA,NA,NA,NA,NA
1586,"HIRZEL, PAUL",NA,NA,NA,NA,NA
1587,"HINSON, JOHN",2431,20,11,27,14
1588,"ANDERSON, JONATHAN",NA,NA,NA,NA,NA
1589,"HOLLAR, JAMES",NA,NA,NA,NA,NA
1590,"KREIDER, CARRI",NA,NA,NA,NA,NA
1591,"MASINGALE, TRAVIS",NA,NA,NA,NA,NA
1592,"ELKINS, RONALD",NA,NA,NA,NA,NA
1593,"HUSTRULID, GINELLE",NA,NA,NA,NA,NA
1594,"LEE CHAN, ALEJANDRO",NA,NA,NA,NA,NA
1595,"FREED, JAMES",NA,NA,NA,NA,NA
1596,"HAMMOND, RHONDA",NA,NA,NA,NA,NA
1597,"LENTI, JOSEPH",NA,NA,NA,NA,NA
1598,"HAWLEY, THOMAS",NA,NA,NA,NA,NA
1599,"GIVENS, JENNIFER",NA,NA,NA,NA,NA
1600,"KLUTENKAMPER, ALLYSON",NA,NA,NA,NA,NA
1601,"MOBLEY, SACHEEN",NA,NA,NA,NA,NA
1602,"LIEVANOS, RAOUL",NA,NA,NA,NA,NA
1603,"BALL, JOHN",NA,NA,NA,NA,NA
1604,"HEADY, MARGARET",NA,NA,NA,NA,NA
1605,"WATKINS, DAVID",4422,31,16,58,25
1606,"JOHNSON, ERIK",1107,9,8,9,8
1607,"JONES, KRISTEN",NA,NA,NA,NA,NA
1608,"KEMP, BRIAN",NA,NA,NA,NA,NA
1609,"RISING, HOPE",NA,NA,NA,NA,NA
1610,"SCOTT, WALTER",NA,NA,NA,NA,NA
1611,"CHEN, ZHI",393,4,4,4,4
1612,"PAE, YUNTAEK",11,2,2,0,0
1613,"DAVARI, AREZOO",50,4,4,2,2
1614,"RONALD, ROBERT",1201,19,7,30,4
1615,"PENG, XIANGHUI",32,4,4,1,1
1616,"FOREYT, WILLIAM",NA,NA,NA,NA,NA
1617,"ROUSSELL, AARON",NA,NA,NA,NA,NA
1618,"OFFERDAHL, ERIKA",268,7,7,7,6
1619,"KRUEGER, ROBERT",NA,NA,NA,NA,NA
1620,"JUNG, NA",NA,NA,NA,NA,NA
1621,"VANWORMER, JACQUELINE",NA,NA,NA,NA,NA
1622,"ILES, RICHARD",NA,NA,NA,NA,NA
1623,"CRAIG, B",NA,NA,NA,NA,NA
1624,"LU, ZAIXIN",408,11,11,12,12
1625,"PERONE, SAMMY",NA,NA,NA,NA,NA
1626,"BELLER, JENNIFER",NA,NA,NA,NA,NA
1627,"DIMARCO, ARTHUR",NA,NA,NA,NA,NA
1628,"DENG, LIYA",NA,NA,NA,NA,NA
1629,"FALLSHORE, MARTE",NA,NA,NA,NA,NA
1630,"SARIKAS, ROBERT",NA,NA,NA,NA,NA
1631,"DOWD, DIANE",NA,NA,NA,NA,NA
1632,"APPLETON, LAURA",NA,NA,NA,NA,NA
1633,"WU, BOYANG",NA,NA,NA,NA,NA
1634,"ZELLER, MAYA",NA,NA,NA,NA,NA
1635,"LEATHERS, CHARLES",NA,NA,NA,NA,NA
1636,"KENYON, GEORGE",NA,NA,NA,NA,NA
1637,"JARAMILLO, ANDRES",NA,NA,NA,NA,NA
1638,"SALAZAR, AMY",448,10,10,10,10
1639,"WILDE, PATRICIA",NA,NA,NA,NA,NA
1640,"ROLLIE, EMILY",NA,NA,NA,NA,NA
1641,"KELTON, MOLLY",NA,NA,NA,NA,NA
1642,"KEOGH HOSS, MARY",NA,NA,NA,NA,NA
1643,"BLISS, MORGAN",NA,NA,NA,NA,NA
1644,"RUBY, SUSAN",NA,NA,NA,NA,NA
1645,"CLARKE, JOHN",NA,NA,NA,NA,NA
1646,"GARRISON, MARK",NA,NA,NA,NA,NA
1648,"APROBERTS-WARREN, MAGGIE",NA,NA,NA,NA,NA
1649,"BLUM, GRACE",NA,NA,NA,NA,NA
1650,"BAI, XIUQIN",NA,NA,NA,NA,NA
1651,"LOKE, SOOIE",NA,NA,NA,NA,NA
1652,"STACHOWIAK, LAUREN",22,3,3,0,0
1653,"TAYLOR, KATRINA",NA,NA,NA,NA,NA
1654,"ASHLEY, JASON",NA,NA,NA,NA,NA
1655,"BAKSI, SHILA",NA,NA,NA,NA,NA
1656,"BRUN, CHARLES",NA,NA,NA,NA,NA
1657,"VANDEZANDE, ZACHARY",NA,NA,NA,NA,NA
1658,"QUINN, STERLING",50,4,4,1,1
1659,"JASTREMSKI, NICOLE",NA,NA,NA,NA,NA
1660,"JUNIEL, PAMELA",NA,NA,NA,NA,NA
1661,"SCHULZE-MAKUCH, DIRK",NA,NA,NA,NA,NA
1662,"STOLBERG, REBECCA",NA,NA,NA,NA,NA
1663,"SHAW, PARKER",NA,NA,NA,NA,NA
1664,"DEPAOLIS, KATHRYN",NA,NA,NA,NA,NA
1665,"ROLFE, DAVID",NA,NA,NA,NA,NA
1666,"MINN, MICHAEL",NA,NA,NA,NA,NA
1667,"HENNING, ANGELA",NA,NA,NA,NA,NA
1668,"HILLMAN, HEIDI",NA,NA,NA,NA,NA
1669,"VAN WIG, ANN",NA,NA,NA,NA,NA
1670,"GOMEZ GIRALDO, NELSON",NA,NA,NA,NA,NA
1671,"CRANE, KATHERYN",NA,NA,NA,NA,NA
1672,"CHAKRAVERTY, DEVASMITA",117,5,5,5,5
1673,"OVERATH, IRENE",NA,NA,NA,NA,NA
1674,"COHEN, KENNETH",NA,NA,NA,NA,NA
1675,"EASTWELL, KENNETH",NA,NA,NA,NA,NA
1676,"TANIGOSHI, LYNELL",NA,NA,NA,NA,NA
1677,"YANCEY, RYAN",NA,NA,NA,NA,NA
1678,"BRIGGS, JEREMY",NA,NA,NA,NA,NA
1679,"DI LODOVICO, DANIELE",NA,NA,NA,NA,NA
1680,"INFRANCO, MICHAEL",NA,NA,NA,NA,NA
1681,"MCCONNEL, CRAIG",NA,NA,NA,NA,NA
1682,"SHARPLESS, BRIAN",NA,NA,NA,NA,NA
1683,"ANDREWS, PRESTON",NA,NA,NA,NA,NA
1684,"WETMORE, ANN",NA,NA,NA,NA,NA
1685,"HUNT, CRAIG",NA,NA,NA,NA,NA
1686,"SCHWING, JAMES",NA,NA,NA,NA,NA
1687,"CHURCH, AUSTIN",NA,NA,NA,NA,NA
1688,"ERION, VIRGINIA",NA,NA,NA,NA,NA
1689,"NORATTO, GIULIANA",NA,NA,NA,NA,NA
1690,"ANDREWS, TRACY",NA,NA,NA,NA,NA
1691,"MARTINIS, KAREN",NA,NA,NA,NA,NA
1692,"PATE, EDWARD",NA,NA,NA,NA,NA
1693,"HOWELL, DONELLE",NA,NA,NA,NA,NA
1694,"RUMSEY, HAL",NA,NA,NA,NA,NA
1695,"POWELL, JOSEPH",NA,NA,NA,NA,NA
1696,"FURMAN, GAIL",NA,NA,NA,NA,NA
1697,"WILDER, ROBERT",NA,NA,NA,NA,NA
1698,"DOERSCHUK, LINDSAY",NA,NA,NA,NA,NA
1699,"ATER-KRANOV, ASHLEY",NA,NA,NA,NA,NA
1700,"PHILLIPS, VALERIE",NA,NA,NA,NA,NA
1701,"PETERSON, KAREN",NA,NA,NA,NA,NA
1702,"CARLSON, NORMAN",NA,NA,NA,NA,NA
1703,"ROTHMUND, WINDY",NA,NA,NA,NA,NA
1704,"DESROCHES, ROBERT",NA,NA,NA,NA,NA
1705,"RUSSELL, KENDRA",NA,NA,NA,NA,NA
1706,"KENNEDY, GEORGE",NA,NA,NA,NA,NA
1707,"WOODS, JAMIE",NA,NA,NA,NA,NA
1708,"ANDERSON, STEPHANIE",NA,NA,NA,NA,NA
1709,"BLACK, CATHERINE",NA,NA,NA,NA,NA
1710,"ZOLLARS, RICHARD",NA,NA,NA,NA,NA
1711,"REED, THOMAS",NA,NA,NA,NA,NA
